pair_id,model,m,backend,truth_country,choice_country,reason,valid,correct,choice_crop_compatible,error,crop_path,crop_crop_index,crop_top,crop_left,crop_height,crop_width,crop_compatible_country_count,crop_compatible_countries,crop_informativeness_bits,crop_informativeness_label,allowed_countries,country_pool,image_detail,temperature,top_p,max_tokens,seed
netherlands__idx027__t01_l08_h04_w06,gpt-5.4,3,openai,Netherlands,Austria,The crop shows a solid red horizontal band consistent with the top or bottom stripe of Austria's red-white-red flag.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/netherlands__idx027__t01_l08_h04_w06.png,27,1,8,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Gabon"", ""Yemen"", ""Austria"", ""Cote d'Ivoire"", ""Ireland"", ""Ukraine"", ""Armenia"", ""Sudan"", ""Chad"", ""Germany"", ""Sierra Leone"", ""Bulgaria"", ""Lithuania"", ""Guinea"", ""Belgium"", ""Netherlands"", ""Estonia"", ""Mali"", ""Czech Republic"", ""France"", ""Italy"", ""Palestine"", ""Russia"", ""Hungary"", ""Nigeria"", ""Peru"", ""Bahamas"", ""Luxembourg""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1242056196
netherlands__idx038__t02_l00_h04_w06,gpt-4o,3,openai,Netherlands,Austria,"The flag has a horizontal red stripe, which matches Austria's flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/netherlands__idx038__t02_l00_h04_w06.png,38,2,0,4,6,6,"[""Austria"", ""Hungary"", ""Luxembourg"", ""Netherlands"", ""Yemen"", ""Sudan""]",2.222392421336448,moderate,"[""Russia"", ""Netherlands"", ""Czech Republic"", ""Austria"", ""Mali"", ""Chad"", ""Hungary"", ""Guinea"", ""Bahamas"", ""Germany"", ""Luxembourg"", ""Peru"", ""Bulgaria"", ""Ukraine"", ""Estonia"", ""Nigeria"", ""Cote d'Ivoire"", ""Ireland"", ""Yemen"", ""Italy"", ""France"", ""Armenia"", ""Sierra Leone"", ""Sudan"", ""Gabon"", ""Palestine"", ""Lithuania"", ""Belgium""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,680532207
netherlands__idx038__t02_l00_h04_w06,gpt-5.4,3,openai,Netherlands,Austria,"The crop shows a horizontal red-white-red tricolor, which matches the flag of Austria.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/netherlands__idx038__t02_l00_h04_w06.png,38,2,0,4,6,6,"[""Austria"", ""Hungary"", ""Luxembourg"", ""Netherlands"", ""Yemen"", ""Sudan""]",2.222392421336448,moderate,"[""Russia"", ""Netherlands"", ""Czech Republic"", ""Austria"", ""Mali"", ""Chad"", ""Hungary"", ""Guinea"", ""Bahamas"", ""Germany"", ""Luxembourg"", ""Peru"", ""Bulgaria"", ""Ukraine"", ""Estonia"", ""Nigeria"", ""Cote d'Ivoire"", ""Ireland"", ""Yemen"", ""Italy"", ""France"", ""Armenia"", ""Sierra Leone"", ""Sudan"", ""Gabon"", ""Palestine"", ""Lithuania"", ""Belgium""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,680532207
netherlands__idx179__t09_l08_h04_w06,gpt-4o,3,openai,Netherlands,Russia,"The flag has horizontal white and blue stripes, matching Russia's flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/netherlands__idx179__t09_l08_h04_w06.png,179,9,8,4,6,2,"[""Netherlands"", ""Sierra Leone""]",3.807354922057604,narrow,"[""Palestine"", ""Ireland"", ""Nigeria"", ""Ukraine"", ""Gabon"", ""Sierra Leone"", ""Cote d'Ivoire"", ""Bahamas"", ""Russia"", ""Estonia"", ""Bulgaria"", ""Armenia"", ""Yemen"", ""Italy"", ""Peru"", ""Sudan"", ""Germany"", ""Mali"", ""Chad"", ""France"", ""Luxembourg"", ""Hungary"", ""Belgium"", ""Guinea"", ""Czech Republic"", ""Austria"", ""Lithuania"", ""Netherlands""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1407607214
netherlands__idx179__t09_l08_h04_w06,gpt-5.4,3,openai,Netherlands,Russia,"The crop shows a horizontal tricolor with white on top and blue in the middle, matching Russia's white-blue-red flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/netherlands__idx179__t09_l08_h04_w06.png,179,9,8,4,6,2,"[""Netherlands"", ""Sierra Leone""]",3.807354922057604,narrow,"[""Palestine"", ""Ireland"", ""Nigeria"", ""Ukraine"", ""Gabon"", ""Sierra Leone"", ""Cote d'Ivoire"", ""Bahamas"", ""Russia"", ""Estonia"", ""Bulgaria"", ""Armenia"", ""Yemen"", ""Italy"", ""Peru"", ""Sudan"", ""Germany"", ""Mali"", ""Chad"", ""France"", ""Luxembourg"", ""Hungary"", ""Belgium"", ""Guinea"", ""Czech Republic"", ""Austria"", ""Lithuania"", ""Netherlands""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1407607214
nigeria__idx148__t07_l15_h04_w06,gpt-4o,3,openai,Nigeria,Nigeria,"The flag has vertical stripes of green, white, and green.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/nigeria__idx148__t07_l15_h04_w06.png,148,7,15,4,6,2,"[""Cote d'Ivoire"", ""Nigeria""]",3.807354922057604,narrow,"[""Luxembourg"", ""Austria"", ""Cote d'Ivoire"", ""Ireland"", ""Belgium"", ""Hungary"", ""Nigeria"", ""Sierra Leone"", ""Chad"", ""Czech Republic"", ""Netherlands"", ""Sudan"", ""Guinea"", ""Germany"", ""Russia"", ""Lithuania"", ""Bulgaria"", ""Estonia"", ""Ukraine"", ""Italy"", ""Palestine"", ""Peru"", ""France"", ""Armenia"", ""Gabon"", ""Bahamas"", ""Yemen"", ""Mali""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1588637616
nigeria__idx148__t07_l15_h04_w06,gpt-5.4,3,openai,Nigeria,Nigeria,"The crop shows a vertical tricolor with white on the left and green in the center, matching Nigeria's green-white-green flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/nigeria__idx148__t07_l15_h04_w06.png,148,7,15,4,6,2,"[""Cote d'Ivoire"", ""Nigeria""]",3.807354922057604,narrow,"[""Luxembourg"", ""Austria"", ""Cote d'Ivoire"", ""Ireland"", ""Belgium"", ""Hungary"", ""Nigeria"", ""Sierra Leone"", ""Chad"", ""Czech Republic"", ""Netherlands"", ""Sudan"", ""Guinea"", ""Germany"", ""Russia"", ""Lithuania"", ""Bulgaria"", ""Estonia"", ""Ukraine"", ""Italy"", ""Palestine"", ""Peru"", ""France"", ""Armenia"", ""Gabon"", ""Bahamas"", ""Yemen"", ""Mali""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1588637616
nigeria__idx190__t10_l00_h04_w06,gpt-4o,3,openai,Nigeria,Nigeria,"The flag of Nigeria has a green stripe, which matches the crop shown.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/nigeria__idx190__t10_l00_h04_w06.png,190,10,0,4,6,13,"[""Bulgaria"", ""Cote d'Ivoire"", ""Gabon"", ""Guinea"", ""Hungary"", ""Ireland"", ""Italy"", ""Lithuania"", ""Mali"", ""Nigeria"", ""Sierra Leone"", ""Palestine"", ""Sudan""]",1.1069152039165118,ambiguous,"[""Ukraine"", ""Mali"", ""Cote d'Ivoire"", ""Bulgaria"", ""Peru"", ""France"", ""Czech Republic"", ""Italy"", ""Sudan"", ""Guinea"", ""Lithuania"", ""Luxembourg"", ""Chad"", ""Bahamas"", ""Russia"", ""Nigeria"", ""Hungary"", ""Gabon"", ""Austria"", ""Estonia"", ""Belgium"", ""Netherlands"", ""Sierra Leone"", ""Palestine"", ""Germany"", ""Ireland"", ""Armenia"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1565818783
nigeria__idx190__t10_l00_h04_w06,gpt-5.4,3,openai,Nigeria,Nigeria,"The crop shows a solid green vertical band on the side, matching the green-white-green vertical tricolor of Nigeria.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/nigeria__idx190__t10_l00_h04_w06.png,190,10,0,4,6,13,"[""Bulgaria"", ""Cote d'Ivoire"", ""Gabon"", ""Guinea"", ""Hungary"", ""Ireland"", ""Italy"", ""Lithuania"", ""Mali"", ""Nigeria"", ""Sierra Leone"", ""Palestine"", ""Sudan""]",1.1069152039165118,ambiguous,"[""Ukraine"", ""Mali"", ""Cote d'Ivoire"", ""Bulgaria"", ""Peru"", ""France"", ""Czech Republic"", ""Italy"", ""Sudan"", ""Guinea"", ""Lithuania"", ""Luxembourg"", ""Chad"", ""Bahamas"", ""Russia"", ""Nigeria"", ""Hungary"", ""Gabon"", ""Austria"", ""Estonia"", ""Belgium"", ""Netherlands"", ""Sierra Leone"", ""Palestine"", ""Germany"", ""Ireland"", ""Armenia"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1565818783
palestine__idx006__t00_l06_h04_w06,gpt-4o,3,openai,Palestine,Estonia,"The flag of Estonia has a black stripe, which matches the crop.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/palestine__idx006__t00_l06_h04_w06.png,6,0,6,4,6,7,"[""Belgium"", ""Estonia"", ""Germany"", ""Yemen"", ""Bahamas"", ""Palestine"", ""Sudan""]",2.0,moderate,"[""Mali"", ""Bahamas"", ""Ukraine"", ""Yemen"", ""Bulgaria"", ""Italy"", ""France"", ""Netherlands"", ""Estonia"", ""Peru"", ""Guinea"", ""Austria"", ""Nigeria"", ""Armenia"", ""Palestine"", ""Lithuania"", ""Czech Republic"", ""Gabon"", ""Sudan"", ""Cote d'Ivoire"", ""Hungary"", ""Ireland"", ""Sierra Leone"", ""Russia"", ""Luxembourg"", ""Belgium"", ""Chad"", ""Germany""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,2102860527
palestine__idx006__t00_l06_h04_w06,gpt-5.4,3,openai,Palestine,France,"The crop appears uniformly dark, which is consistent with the blue vertical band at the hoist side of France's flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/palestine__idx006__t00_l06_h04_w06.png,6,0,6,4,6,7,"[""Belgium"", ""Estonia"", ""Germany"", ""Yemen"", ""Bahamas"", ""Palestine"", ""Sudan""]",2.0,moderate,"[""Mali"", ""Bahamas"", ""Ukraine"", ""Yemen"", ""Bulgaria"", ""Italy"", ""France"", ""Netherlands"", ""Estonia"", ""Peru"", ""Guinea"", ""Austria"", ""Nigeria"", ""Armenia"", ""Palestine"", ""Lithuania"", ""Czech Republic"", ""Gabon"", ""Sudan"", ""Cote d'Ivoire"", ""Hungary"", ""Ireland"", ""Sierra Leone"", ""Russia"", ""Luxembourg"", ""Belgium"", ""Chad"", ""Germany""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,2102860527
palestine__idx102__t05_l07_h04_w06,gpt-4o,3,openai,Palestine,Palestine,The flag has a red triangle on the left side.,True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/palestine__idx102__t05_l07_h04_w06.png,102,5,7,4,6,1,"[""Palestine""]",4.807354922057604,unique,"[""Guinea"", ""Ireland"", ""Sudan"", ""Russia"", ""Chad"", ""Yemen"", ""Nigeria"", ""Netherlands"", ""Ukraine"", ""Hungary"", ""Lithuania"", ""Germany"", ""Belgium"", ""Sierra Leone"", ""Estonia"", ""Italy"", ""Bahamas"", ""France"", ""Czech Republic"", ""Cote d'Ivoire"", ""Austria"", ""Luxembourg"", ""Palestine"", ""Mali"", ""Gabon"", ""Peru"", ""Armenia"", ""Bulgaria""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,681723723
palestine__idx102__t05_l07_h04_w06,gpt-5.4,3,openai,Palestine,Czech Republic,"The crop shows a white-over-red horizontal bicolor with a triangular wedge at the hoist, matching the Czech Republic flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/palestine__idx102__t05_l07_h04_w06.png,102,5,7,4,6,1,"[""Palestine""]",4.807354922057604,unique,"[""Guinea"", ""Ireland"", ""Sudan"", ""Russia"", ""Chad"", ""Yemen"", ""Nigeria"", ""Netherlands"", ""Ukraine"", ""Hungary"", ""Lithuania"", ""Germany"", ""Belgium"", ""Sierra Leone"", ""Estonia"", ""Italy"", ""Bahamas"", ""France"", ""Czech Republic"", ""Cote d'Ivoire"", ""Austria"", ""Luxembourg"", ""Palestine"", ""Mali"", ""Gabon"", ""Peru"", ""Armenia"", ""Bulgaria""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,681723723
palestine__idx149__t07_l16_h04_w06,gpt-4o,3,openai,Palestine,Nigeria,"The flag has a green stripe at the bottom, similar to Nigeria's flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/palestine__idx149__t07_l16_h04_w06.png,149,7,16,4,6,2,"[""Hungary"", ""Palestine""]",3.807354922057604,narrow,"[""Sierra Leone"", ""France"", ""Russia"", ""Sudan"", ""Ukraine"", ""Luxembourg"", ""Chad"", ""Cote d'Ivoire"", ""Yemen"", ""Armenia"", ""Ireland"", ""Bahamas"", ""Gabon"", ""Estonia"", ""Peru"", ""Palestine"", ""Austria"", ""Lithuania"", ""Germany"", ""Hungary"", ""Netherlands"", ""Nigeria"", ""Guinea"", ""Mali"", ""Bulgaria"", ""Czech Republic"", ""Belgium"", ""Italy""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1291651506
palestine__idx149__t07_l16_h04_w06,gpt-5.4,3,openai,Palestine,Nigeria,"The crop shows a white central vertical area with green at the edge, matching Nigeria's green-white-green vertical tricolor.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/palestine__idx149__t07_l16_h04_w06.png,149,7,16,4,6,2,"[""Hungary"", ""Palestine""]",3.807354922057604,narrow,"[""Sierra Leone"", ""France"", ""Russia"", ""Sudan"", ""Ukraine"", ""Luxembourg"", ""Chad"", ""Cote d'Ivoire"", ""Yemen"", ""Armenia"", ""Ireland"", ""Bahamas"", ""Gabon"", ""Estonia"", ""Peru"", ""Palestine"", ""Austria"", ""Lithuania"", ""Germany"", ""Hungary"", ""Netherlands"", ""Nigeria"", ""Guinea"", ""Mali"", ""Bulgaria"", ""Czech Republic"", ""Belgium"", ""Italy""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1291651506
palestine__idx236__t12_l08_h04_w06,gpt-4o,3,openai,Palestine,Nigeria,"The flag of Nigeria has a green stripe, which matches the crop shown.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/palestine__idx236__t12_l08_h04_w06.png,236,12,8,4,6,13,"[""Bulgaria"", ""Cote d'Ivoire"", ""Gabon"", ""Guinea"", ""Hungary"", ""Ireland"", ""Italy"", ""Lithuania"", ""Mali"", ""Nigeria"", ""Sierra Leone"", ""Palestine"", ""Sudan""]",1.1069152039165118,ambiguous,"[""Czech Republic"", ""Germany"", ""Russia"", ""Bulgaria"", ""Netherlands"", ""Cote d'Ivoire"", ""Palestine"", ""Luxembourg"", ""Sierra Leone"", ""Gabon"", ""Belgium"", ""Sudan"", ""Ukraine"", ""Bahamas"", ""Yemen"", ""Italy"", ""Lithuania"", ""Mali"", ""Estonia"", ""Ireland"", ""Armenia"", ""Guinea"", ""France"", ""Peru"", ""Chad"", ""Nigeria"", ""Austria"", ""Hungary""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,280669136
palestine__idx236__t12_l08_h04_w06,gpt-5.4,3,openai,Palestine,Nigeria,The crop shows a solid green vertical band consistent with the left stripe of Nigeria's green-white-green flag.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/palestine__idx236__t12_l08_h04_w06.png,236,12,8,4,6,13,"[""Bulgaria"", ""Cote d'Ivoire"", ""Gabon"", ""Guinea"", ""Hungary"", ""Ireland"", ""Italy"", ""Lithuania"", ""Mali"", ""Nigeria"", ""Sierra Leone"", ""Palestine"", ""Sudan""]",1.1069152039165118,ambiguous,"[""Czech Republic"", ""Germany"", ""Russia"", ""Bulgaria"", ""Netherlands"", ""Cote d'Ivoire"", ""Palestine"", ""Luxembourg"", ""Sierra Leone"", ""Gabon"", ""Belgium"", ""Sudan"", ""Ukraine"", ""Bahamas"", ""Yemen"", ""Italy"", ""Lithuania"", ""Mali"", ""Estonia"", ""Ireland"", ""Armenia"", ""Guinea"", ""France"", ""Peru"", ""Chad"", ""Nigeria"", ""Austria"", ""Hungary""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,280669136
peru__idx018__t00_l18_h04_w06,gpt-4o,3,openai,Peru,Austria,"The flag of Austria has a red stripe, which matches the crop.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx018__t00_l18_h04_w06.png,18,0,18,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Italy"", ""Lithuania"", ""Cote d'Ivoire"", ""Luxembourg"", ""Palestine"", ""Nigeria"", ""Belgium"", ""Czech Republic"", ""Sudan"", ""Netherlands"", ""Ukraine"", ""Peru"", ""Guinea"", ""Armenia"", ""Sierra Leone"", ""Gabon"", ""Russia"", ""Yemen"", ""Bulgaria"", ""Chad"", ""Estonia"", ""Bahamas"", ""Austria"", ""Hungary"", ""Mali"", ""Germany"", ""Ireland"", ""France""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1057517553
peru__idx018__t00_l18_h04_w06,gpt-5.4,3,openai,Peru,Peru,"The crop shows a solid red vertical field, which matches one side stripe of Peru's red-white-red flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx018__t00_l18_h04_w06.png,18,0,18,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Italy"", ""Lithuania"", ""Cote d'Ivoire"", ""Luxembourg"", ""Palestine"", ""Nigeria"", ""Belgium"", ""Czech Republic"", ""Sudan"", ""Netherlands"", ""Ukraine"", ""Peru"", ""Guinea"", ""Armenia"", ""Sierra Leone"", ""Gabon"", ""Russia"", ""Yemen"", ""Bulgaria"", ""Chad"", ""Estonia"", ""Bahamas"", ""Austria"", ""Hungary"", ""Mali"", ""Germany"", ""Ireland"", ""France""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1057517553
peru__idx120__t06_l06_h04_w06,gpt-4o,3,openai,Peru,Peru,The flag has a vertical red and white stripe pattern.,True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx120__t06_l06_h04_w06.png,120,6,6,4,6,1,"[""Peru""]",4.807354922057604,unique,"[""Sierra Leone"", ""Netherlands"", ""Gabon"", ""Ireland"", ""Ukraine"", ""Palestine"", ""Luxembourg"", ""Czech Republic"", ""Germany"", ""Sudan"", ""Peru"", ""Guinea"", ""Italy"", ""Lithuania"", ""Austria"", ""Mali"", ""Chad"", ""Hungary"", ""Armenia"", ""Belgium"", ""Cote d'Ivoire"", ""France"", ""Bulgaria"", ""Bahamas"", ""Russia"", ""Estonia"", ""Nigeria"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1620592595
peru__idx120__t06_l06_h04_w06,gpt-5.4,3,openai,Peru,Peru,"The crop shows two vertical bands, red on the left and white in the center, matching the left and middle sections of Peru's red-white-red flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx120__t06_l06_h04_w06.png,120,6,6,4,6,1,"[""Peru""]",4.807354922057604,unique,"[""Sierra Leone"", ""Netherlands"", ""Gabon"", ""Ireland"", ""Ukraine"", ""Palestine"", ""Luxembourg"", ""Czech Republic"", ""Germany"", ""Sudan"", ""Peru"", ""Guinea"", ""Italy"", ""Lithuania"", ""Austria"", ""Mali"", ""Chad"", ""Hungary"", ""Armenia"", ""Belgium"", ""Cote d'Ivoire"", ""France"", ""Bulgaria"", ""Bahamas"", ""Russia"", ""Estonia"", ""Nigeria"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1620592595
peru__idx184__t09_l13_h04_w06,gpt-4o,3,openai,Peru,Peru,The flag has vertical stripes of red and white.,True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx184__t09_l13_h04_w06.png,184,9,13,4,6,3,"[""France"", ""Italy"", ""Peru""]",3.222392421336448,narrow,"[""Lithuania"", ""Armenia"", ""Yemen"", ""Germany"", ""Netherlands"", ""Sudan"", ""Mali"", ""Ireland"", ""Luxembourg"", ""Russia"", ""France"", ""Sierra Leone"", ""Bulgaria"", ""Estonia"", ""Cote d'Ivoire"", ""Austria"", ""Czech Republic"", ""Nigeria"", ""Belgium"", ""Chad"", ""Italy"", ""Ukraine"", ""Hungary"", ""Bahamas"", ""Peru"", ""Guinea"", ""Gabon"", ""Palestine""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1753489590
peru__idx184__t09_l13_h04_w06,gpt-5.4,3,openai,Peru,Peru,"The crop shows a vertical red-white-red triband, which matches the flag of Peru among the allowed options.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/peru__idx184__t09_l13_h04_w06.png,184,9,13,4,6,3,"[""France"", ""Italy"", ""Peru""]",3.222392421336448,narrow,"[""Lithuania"", ""Armenia"", ""Yemen"", ""Germany"", ""Netherlands"", ""Sudan"", ""Mali"", ""Ireland"", ""Luxembourg"", ""Russia"", ""France"", ""Sierra Leone"", ""Bulgaria"", ""Estonia"", ""Cote d'Ivoire"", ""Austria"", ""Czech Republic"", ""Nigeria"", ""Belgium"", ""Chad"", ""Italy"", ""Ukraine"", ""Hungary"", ""Bahamas"", ""Peru"", ""Guinea"", ""Gabon"", ""Palestine""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1753489590
russia__idx018__t00_l18_h04_w06,gpt-4o,3,openai,Russia,Nigeria,The flag has a vertical green and white stripe pattern.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/russia__idx018__t00_l18_h04_w06.png,18,0,18,4,6,18,"[""Austria"", ""Bulgaria"", ""Cote d'Ivoire"", ""Estonia"", ""France"", ""Hungary"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Peru"", ""Russia"", ""Sierra Leone"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.6374299206152918,ambiguous,"[""Gabon"", ""Italy"", ""Sudan"", ""Estonia"", ""Netherlands"", ""Peru"", ""Austria"", ""Czech Republic"", ""Guinea"", ""Germany"", ""Ukraine"", ""Luxembourg"", ""Belgium"", ""Hungary"", ""Mali"", ""Lithuania"", ""France"", ""Sierra Leone"", ""Armenia"", ""Nigeria"", ""Bahamas"", ""Chad"", ""Bulgaria"", ""Cote d'Ivoire"", ""Ireland"", ""Yemen"", ""Russia"", ""Palestine""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1588004779
russia__idx018__t00_l18_h04_w06,gpt-5.4,3,openai,Russia,Austria,"The crop shows a plain white horizontal band, which matches the middle stripe of Austria's red-white-red flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/russia__idx018__t00_l18_h04_w06.png,18,0,18,4,6,18,"[""Austria"", ""Bulgaria"", ""Cote d'Ivoire"", ""Estonia"", ""France"", ""Hungary"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Peru"", ""Russia"", ""Sierra Leone"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.6374299206152918,ambiguous,"[""Gabon"", ""Italy"", ""Sudan"", ""Estonia"", ""Netherlands"", ""Peru"", ""Austria"", ""Czech Republic"", ""Guinea"", ""Germany"", ""Ukraine"", ""Luxembourg"", ""Belgium"", ""Hungary"", ""Mali"", ""Lithuania"", ""France"", ""Sierra Leone"", ""Armenia"", ""Nigeria"", ""Bahamas"", ""Chad"", ""Bulgaria"", ""Cote d'Ivoire"", ""Ireland"", ""Yemen"", ""Russia"", ""Palestine""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1588004779
russia__idx139__t07_l06_h04_w06,gpt-4o,3,openai,Russia,Russia,"The flag has a blue and red stripe, which matches the Russian flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/russia__idx139__t07_l06_h04_w06.png,139,7,6,4,6,1,"[""Russia""]",4.807354922057604,unique,"[""Netherlands"", ""Guinea"", ""Peru"", ""Estonia"", ""Ukraine"", ""Luxembourg"", ""France"", ""Yemen"", ""Bulgaria"", ""Chad"", ""Ireland"", ""Bahamas"", ""Cote d'Ivoire"", ""Belgium"", ""Lithuania"", ""Armenia"", ""Palestine"", ""Sierra Leone"", ""Italy"", ""Germany"", ""Mali"", ""Hungary"", ""Russia"", ""Gabon"", ""Austria"", ""Sudan"", ""Czech Republic"", ""Nigeria""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,102426057
russia__idx139__t07_l06_h04_w06,gpt-5.4,3,openai,Russia,Armenia,"The crop shows horizontal bands of blue over red, matching the middle and bottom stripes of Armenia's red-blue-orange tricolor.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/russia__idx139__t07_l06_h04_w06.png,139,7,6,4,6,1,"[""Russia""]",4.807354922057604,unique,"[""Netherlands"", ""Guinea"", ""Peru"", ""Estonia"", ""Ukraine"", ""Luxembourg"", ""France"", ""Yemen"", ""Bulgaria"", ""Chad"", ""Ireland"", ""Bahamas"", ""Cote d'Ivoire"", ""Belgium"", ""Lithuania"", ""Armenia"", ""Palestine"", ""Sierra Leone"", ""Italy"", ""Germany"", ""Mali"", ""Hungary"", ""Russia"", ""Gabon"", ""Austria"", ""Sudan"", ""Czech Republic"", ""Nigeria""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,102426057
sierra_leone__idx047__t02_l09_h04_w06,gpt-4o,3,openai,Sierra Leone,Nigeria,"The flag has a green stripe, which is part of Nigeria's flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/sierra_leone__idx047__t02_l09_h04_w06.png,47,2,9,4,6,1,"[""Sierra Leone""]",4.807354922057604,unique,"[""Yemen"", ""Chad"", ""Sudan"", ""Peru"", ""Bulgaria"", ""Czech Republic"", ""Sierra Leone"", ""Cote d'Ivoire"", ""Ireland"", ""Lithuania"", ""Bahamas"", ""France"", ""Estonia"", ""Gabon"", ""Nigeria"", ""Mali"", ""Italy"", ""Armenia"", ""Luxembourg"", ""Belgium"", ""Hungary"", ""Russia"", ""Palestine"", ""Ukraine"", ""Netherlands"", ""Guinea"", ""Germany"", ""Austria""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1981819631
